publication_date,news_section,travel_departure_date,travel_duration,travel_arrival_date,travel_departure_port,travel_port_of_call_list,travel_arrival_port,ship_type,ship_name,cargo_list,master_role,master_name,parsed_text
1858-10-23,E,1858-10-20,2dias,1858-10-22,. Cayo Hueso,nan,La Habana,bal. am.,General Coachs,"por barl, berg. am. y por sot. doa berg. sin reconocer..",e del,Sol,"D. Cayo Hueso en 2 dias bal. am. General Coachs, en Quin. ter, ton 22, con peacado, i don J. M. Morales y cp. A pace del Sol quedaba por barl, berg. am. y por sot. doa berg. sin reconocer.."
1858-10-24,E,1858-10-08,15dias,1858-10-23,Bista,nan,La Habana,barz. am.,Susiu,"con viverce, al capitan -Parag. 2",cap.,Drow,"De Bista en 15 dias barz. am. Susiu,cap. Drow, ton. 199, con viverce, al capitan -Parag. 2"
1858-10-26,E,1858-10-18,7dias,1858-10-25,New-York,nan,La Habana,vapor amer.,FiladelAA,con efectos AA!-los Sres. J. M. Morales y ep-Pasag. 445.,cap.,Harrison.,"e New-York en 7 dias vapor amer. FiladelAA+-a, cap. Harrison. ton. 1250, con efectos AA!-los Sres. J. M. Morales y ep-Pasag. 445."
1858-10-26,E,1858-10-11,14diss,1858-10-25,Smith,De Haltex,La Habana,barg. lng.,Bachantres,"141 con pescado, AA! los los Sres. Canet AC/aA 1/4 Garbalena. De Nueva-Orleans on 5 dias pail. am. Saffollk, cap. men, 190, con vivares, les Sree. Meyer v comp. De Passels en 90 dias fragata am. Ellas Pike, cap. Hawes, fox 316, adoras, & les Bres. Burnham y op.",cap.,Watts.,"Smith,
De Haltex en 14 diss barg. lng. Bachantres, cap. Watts. jon. 141 con pescado, AA! los los Sres. Canet AC/aA 1/4 Garbalena. De Nueva-Orleans on 5 dias pail. am. Saffollk, cap. men, 190, con vivares, les Sree. Meyer v comp. De Passels en 90 dias fragata am. Ellas Pike, cap. Hawes, fox 316, adoras, & les Bres. Burnham y op."
1858-10-26,E,1858-10-11,14dias,1858-10-25,Eastport,nan,La Habana,"frag, am.",Wyandotte,con maderas. & D. C. Tyng y cp.,ep.,Sparke,"De Eastport en 14 dias frag, am. Wyandotte, ep. Sparke, ton 27. con maderas. & D. C. Tyng y cp."
1858-10-28,E,1858-10-15,12dias,1858-10-27,Portland,nan,La Habana,herg. am.,Broome,"12 dias berg. am. Henrietta, cp. Musans, ton. ton. 34, con maderas, al capitan.",e,Portland,"e Portland en 12 dias herg. am. Broome, cap. 0 Donnal, ton. 203, con maderas, AA! los Sres. Hestres y cp. AA* De Portland en 12 dias berg. am. Henrietta, cp. Musans, ton. ton. 34, con maderas, al capitan."
1858-10-28,E,1858-10-16,11dias,1858-10-27,Halifax,nan,La Habana,berg ing.,Rover,"con bacalao. AA! los Sras. Fernandez, S. y cp.",cap.,Morison,"De Halifax en 11 dias berg ing. Rover, cap. Morison, ton. 155, con bacalao. AA! los Sras. Fernandez, S. y cp."
1858-10-28,E,1858-10-14,13dias,1858-10-27,Nueva York,nan,La Habana,pail.am.,Charles Smith,"397, con mercancAAas, AA! D. S. de la Huerta.",cap.,Coline,"De Nueva York en 13 dias pail.am. Charles Smith, cap. Coline, tou. 397, con mercancAAas, AA! D. S. de la Huerta."
1858-11-02,E,1858-09-02,60dias,1858-11-01,Buenos Al es,Matanzas,La Habana,berg. esp.,Pablito,"216, con latajo, AA! los Sres. SamAA! y A?A3Aa!",cap.,Den:s,"e Buenos Al es y Matanzas en 60 dias berg. esp. Pablito, cap. Den:s, son. 216, con latajo, AA! los Sres. SamAA! y A?A3Aa!"
1858-11-03,E,1858-10-27,6dias,1858-11-02,a Nueva York,nan,La Habana,vapor am.,Black Warrior,"cou efectos, AA! los Sres. Cahazac H-Pas, 198 A puesta del Sol quedaba por bari. goleta sin recono.",capitan,Smith,"Da Nueva York en 6 dias vapor am. Black Warrior, capitan Smith, ton. 1500, cou efectos, AA! los Sres. Cahazac H-Pas, 198 A puesta del Sol quedaba por bari. goleta sin recono."
1858-11-05,E,1858-09-11,54dias,1858-11-04,Liverpool,nan,La Habana,frag esp.,Secundina,"con mercanclar, AA! los Sres. Aqueche y H.",cap,Albizuri,"e Liverpool en 54 dias frag esp. Secundina, cap Albizuri, ton. 217, con mercanclar, AA! los Sres. Aqueche y H."
1858-11-05,E,1858-09-15,50dias,1858-11-04,Liverpool,nan,La Habana,frag. esp.,Casis,"con morcanelas, AA! don A del Pozo.",cap.,Pardo,"De Liverpool en 50 dias frag. esp. Casis, cap. Pardo, ton 650, con morcanelas, AA! don A del Pozo."
1858-11-05,E,1858-09-23,42dias,1858-11-04,CAA!diz,nan,La Habana,frag. eap.,Eloisa,"con frutor, AA! los Sres. Arrigunsga yep.-Pasag 9.",p.,Martinez,"De CAA!diz en 42 dias frag. eap. Eloisa, cp. Martinez, ton 230 con frutor, AA! los Sres. Arrigunsga yep.-Pasag 9."
1858-11-05,E,1858-09-24,41dias,1858-11-04,CAA!diz,nan,La Habana,herg. esp.,CristAA,con frutos. AA  don G. Madrazo.,"cap,",Cabrera,"De CAA!diz en 41 dias herg. esp. CristAA3bal ColAA3n, cap, Cabrera ton. 155, con frutos. AA  don G. Madrazo."
1858-11-05,E,1858-09-09,56dias,1858-11-04,Liverpool,nan,La Habana,"berg, esp.",(leneroso,"ton. 120, con mercancAAas, & los Sros. Aquscher II A puestas del Sol no quedaba buque AA  la vista.",cap.,Echavar,"De Liverpool en 56 dias berg, esp. (leneroso, cap. Echavar rla ton. 120, con mercancAAas, & los Sros. Aquscher II A puestas del Sol no quedaba buque AA  la vista."
1858-11-06,E,1858-09-11,55dias,1858-11-05,Santander,nan,La Habana,berg eep,Juanita,"900, con harina, & D. N. Du'ofea.",p,Renteria,"De Santander en 55 dias berg eep Juanita, cup Renteria, ton.
900, con harina, & D. N. Du'ofea."
1858-11-12,E,1858-11-03,8dias,1858-11-11,Nueva York,nan,La Habana,vapor amer.,Empiro,"con efectos, & don J. M. Morales y cp Parajeros 688.",cap.,Griffin,"e Nueva York en 8 dias vapor amer. Empiro da City, cap. Griffin, ton. 1750, con efectos, & don J. M. Morales y cp Parajeros 688."
1858-11-12,E,1858-08-21,82dias,1858-11-11,Bremen,Marin,La Habana,pol. cap.,Pepita,"ton. 107, con mercancAAas, AA! los seAA+-ores Banman y cp.",cap.,QuintAA!s,"De Bremen y Marin en 82 dias pol. cap. Pepita, cap. QuintAA!s, la ton. 107, con mercancAAas, AA! los seAA+-ores Banman y cp."
1858-11-12,E,1858-09-22,50dias,1858-11-11,"ZO.
Ja.
De Santander",nan,La Habana,berg. esp.,Latonero,"con harina, & D. L. G. Barbou.",cap.,Arriandlaga,"ZO.
Ja.
De Santander en 50 dias berg. esp. Latonero, cap. Arriandlaga ton, 163, con harina, & D. L. G. Barbou."
1858-11-16,E,1858-11-12,3dias,1858-11-15,Nueva Orleans,nan,La Habana,rip am.,Black Warrior.,"con efectos, AA! los Sror. Cahuzac H Pasag. 19,",cap.,Smith,"e Nueva Orleans en 3 dias rip am. Black Warrior. cap. Smith, ton. 1174, con efectos, AA! los Sror. Cahuzac H Pasag. 19,"
1858-11-16,E,1858-11-01,14dias,1858-11-15,Nueva York,nan,La Habana,barg. am.,W. R. Kirbey,"ton. 91, con efectos, & D. J. Prtacio.",cap.,Stan,"De Nueva York eu 14 dias barg. am. W. R. Kirbey, cap. Stan lev. ton. 91, con efectos, & D. J. Prtacio."
1858-11-16,E,1858-09-19,57dias,1858-11-15,CAA!diz,nan,La Habana,frag. esp,Habana,"co frutos, D. J. Mazorra y comp-Pasig. 18.",cap.,Roca,"De CAA!diz en 57 dias frag. esp Habana, cap. Roca, ton. 564, co frutos, D. J. Mazorra y comp-Pasig. 18."
1858-11-18,E,1858-09-17,61dias,1858-11-17,Card.ff,nan,La Habana,frag. dan.,Carolina,"con carbon AA! los Sree. Bauman, B. y Cp.",cap.,Ibeen,"e Card.ff en 61 dias frag. dan. Carolina cap. Ibeen, ton-30 con carbon AA! los Sree. Bauman, B. y Cp."
1858-11-18,E,1858-11-13,4dias,1858-11-17,Charleston,nan,La Habana,por sm.,Catawba,con efectos. & D J. M. Morales y Co-Pasag. 66 indiv duos de las compaAA+-AAas de AA3pera italianaty baile.,cap,Tittle,"De Charleston en 4 dias por sm. Catawba, cap Tittle ton 208, con efectos. & D J. M. Morales y Co-Pasag. 66 indiv duos de las compaAA+-AAas de AA3pera italianaty baile."
1858-11-18,E,1858-09-23,55dias,1858-11-17,Hamburgo,nan,La Habana,berg. esp.,Isabel,"con mercancias, al cap.-Paasj. 2",cap.,Echavarria,"De Hamburgo en 55 dias berg. esp. Isabel, cap. Echavarria ton 227, con mercancias, al cap.-Paasj. 2"
1858-11-18,E,1858-11-13,4dias,1858-11-17,Pansacola,nan,La Habana,nall. am.,Wm.,"ton. 2u, con maderas, AA! los Sres Barabam v comp.",cap.,Meane,"De Pansacola en 4 dias nall. am. Wm. L Cogwell, cap. Meane sion ton. 2u, con maderas, AA! los Sres Barabam v comp."
1858-11-18,E,1858-10-27,21dias,1858-11-17,"Zage
De Boston",nan,La Habana,berg. am,Amos W. Robert,"218, con efectos, AA! los Sres. Uirici. P. y Cp ado",cap.,Colson,"Zage
De Boston en 21 dias berg. am Amos W. Robert, cap. Colson telton 218, con efectos, AA! los Sres. Uirici. P. y Cp ado"
1858-11-18,E,1858-10-18,30dias,1858-11-17,os De Amberes,nan,La Habana,frag. esp.,Jeanea,"con efectos, AA! os Sres. Gutierrez Casal, De Filadelfia en 18 dias frag. am. Wishinhton Batcher, cap Collins, ton. 344, con mercancias, i los Sres La Ras, C. y Cp. A paestas del Sol quedaba por barlovento fragata sin reco nocer.",cap.,Carranza,"los De Amberes en 30 dias frag. esp. Jeanea, cap. Carranza, ton 268, con efectos, AA! os Sres. Gutierrez Casal, De Filadelfia en 18 dias frag. am. Wishinhton Batcher, cap Collins, ton. 344, con mercancias, i los Sres La Ras, C. y Cp. A paestas del Sol quedaba por barlovento fragata sin reco nocer."
1858-11-20,E,1858-11-13,6dias,1858-11-19,Mobila,nan,La Habana,berg. am.,Alracabah,"con maderas, al cap.",cap.,Carllele,"e Mobila en 6 dias berg. am. Alracabah, cap. Carllele, ton. 1:6, con maderas, al cap."
1858-11-20,E,1858-10-27,23dias,1858-11-19,Portland,nan,La Habana,big am.,MarAA,"con maderae, & los Sree. Adot. 8. y comp.",cap.,Whester,"De Portland en 23 dias big am. MarAAa Wheeler, cap. Whester, ton. 3:0, con maderae, & los Sree. Adot. 8. y comp."
1858-11-20,E,1858-09-25,55dias,1858-11-19,Mallorca,Algeciras,La Habana,berg esp.,Saa BartolomAA,"con frutos, AA! los Sres. Lianusa Comp. Parag. 1.",cap.,D. Miguel Humbert,"De Mallorca y Algeciras en 55 dias berg esp. Saa BartolomAA(c), cap. D. Miguel Humbert, ton. 175, con frutos, AA! los Sres. Lianusa Comp. Parag. 1."
1858-11-20,E,1858-10-31,19dias,1858-11-19,Boston,nan,La Habana,frag. am.,Northwood,"320, con efectos, al capitan.-Pasar I.",cap,Edgecomb,"De Boston en 19 dias frag. am. Northwood, cap Edgecomb, toa 320, con efectos, al capitan.-Pasar I."
1858-11-20,E,1858-10-03,47dias,1858-11-19,Santander,nan,La Habana,frag. esp.,DoAA,"con harina, AA! los seAA+-ores D. J. Mazorra y cp -Pasak. 21",cap.,D. Francisco Andraca,"De Santander en 47 dias frag. esp. DoAA+-a Sul, cap. D. Francisco Andraca, ton. 264, con harina, AA! los seAA+-ores D. J. Mazorra y cp -Pasak. 21"
1858-11-20,E,1858-09-20,60dias,1858-11-19,Barco'ons,Pto. Rico,La Habana,"fraz, esp.",Vicenta,"con frutos, AA! los Sree. Canet y Cp.-Con, dure 93 tndividuos de tropa.",cap.,D. Benito Welpy,"De Barco'ons y Pto. Rico en 60 dias fraz, esp. Vicenta, cap. D. Benito Welpy, ton 410, con frutos, AA! los Sree. Canet y Cp.-Con, dure 93 tndividuos de tropa."
1858-11-21,E,1858-09-28,53dias,1858-11-20,Bardeon,nan,La Habana,frag francesa,L. Allel,"con efortos, al capitan AC/a!a?Parag. 1.",cap.,Bercard,"e Bardeon en 53 dias frag francesa L. Allel, ion cap. Bercard, ton 157, con efortos, al capitan AC/a!a?Parag. 1."
1858-11-21,E,1858-09-21,60dia,1858-11-20,Bilbao,nan,La Habana,berg. cap.,BeroatAA,"con harina, AA! los los Sres. San Peleyo, P. y Comp.-Pasag 19",cap,Novas,"De Bilbao en 60 dia berg. cap. BeroatAA3, cap Novas, ton. 18, con harina, AA! los los Sres. San Peleyo, P. y Comp.-Pasag 19"
1858-11-21,E,1858-11-05,15dias,1858-11-20,New York,nan,La Habana,"frag, am.",J. J. Cobb,"con efectos, & los Sres. Mora y Alfonso.",cap.,Peterson,"De New York en 15 dias frag, am. J. J. Cobb, cap. Peterson, ton 307,con efectos, & los Sres. Mora y Alfonso."
1858-11-21,E,1858-10-09,42dias,1858-11-20,New Port,nan,La Habana,fragata amer.,Marasba Anna,"con viveres, al capitan.",capitan,Babcock,"De New Port en 42 dias fragata amer. Marasba Anna, capitan Babcock, ton. 246, con viveres, al capitan."
1858-11-21,E,1858-09-19,62dias,1858-11-20,Liverpool,nan,La Habana,frag. am.,Anuawar,con efector. AA! los Sree Schaffomberg v Cp.,cap.,Nair,"De Liverpool en 62 dias frag. am. Anuawar, cap. Nair, ton. 769 con efector. AA! los Sree Schaffomberg v Cp."
1858-11-21,E,1858-11-08,12dits,1858-11-20,New York,nan,La Habana,barca an,Expres,"con efector, & D. J M. Morales y comp.-Pasag. 3. A puestas del Sol no quedaba buque AA  la vista.",p.,Sundberg,"De New York en 12 dits barca an Expres, cp. Sundberg, ton. 260, con efector, & D. J M. Morales y comp.-Pasag. 3. A puestas del Sol no quedaba buque AA  la vista."
1858-11-25,E,1858-10-28,27dias,1858-11-24,CAA!diz,Puerto Rico,La Habana,vap. de,S. M. Isabel,"1 teniente coronel, 7 oficia. les, 177 soldados de marina y 100 de ejAA(c)rcito.",o D.,TomAA!s Acha. Conduce de,"e CAA!diz y Puerto Rico en 27 dias vap. de S. M. Isabel la CatAA3lica, su comandante el capitan de navio D. TomAA!s Acha. Conduce de trasporte 1 teniente coronel, 7 oficia. les, 177 soldados de marina y 100 de ejAA(c)rcito."
1858-11-25,E,1858-09-20,65dias,1858-11-24,Buenos Aires,Rio Janeiro,La Habana,pol. esp.,Leamer,"con tasajo, AA! D. J Mazorra y cp.",cap,Aitan,"De Buenos Aires y Rio Janeiro en 65 dias pol. esp. Leamer, cap Aitan, ton. 159, con tasajo, AA! D. J Mazorra y cp."
1858-11-25,E,1858-11-09,15dias,1858-11-24,Pansacola,nan,La Habana,berg. am.,Huntress,"con maderas, Cahuzac H.",cap.,Denison,"De Pansacola en 15 dias berg. am. Huntress, cap. Denison, ton. 164 con maderas, Cahuzac H."
1858-11-25,E,1858-11-19,5dias,1858-11-24,Aspinwall,nan,La Habana,vap. am.,Granada,"efector, & DJ M. Morales y co.-Pa 91.",cap.,Berriman,"De Aspinwall en 5 dias vap. am. Granada, cap. Berriman, ton. 1216 on efector, & DJ M. Morales y co.-Pa 91."
1858-11-25,E,1858-11-17,7dias,1858-11-24,Nueva York,nan,La Habana,vao. am.,Filadelfia.,"cna efectos. & D. J. M. Morales y ep-Pasag 541. De Cardiff en 81 dias herg, old. Anna, cp. Deharde, ton. 190. con carbon, D. J M Morales y cp",cap.,Mc. Aran,"De Nueva York en 7 dias vao. am. Filadelfia. cap. Mc. Aran, ton 1245, cna efectos. & D. J. M. Morales y ep-Pasag 541. De Cardiff en 81 dias herg, old. Anna, cp. Deharde, ton. 190. con carbon, D. J M Morales y cp"
1858-11-25,E,1858-11-17,7?,1858-11-24,Da Nueva Orleans,nan,La Habana,goleta am,Mary. Clinton,A puestas del Sol no quedaba Luque AA  la virta.,p,-Pasag.,"Da Nueva Orleans en 7 goleta am Mary. Clinton, cad, Ryan, ton 210. con viveres & los Sres. Carhaasll y cp-Pasag. 4. A puestas del Sol no quedaba Luque AA  la virta."
1858-11-26,E,1858-11-12,13dias,1858-11-25,Nueva York,nan,La Habana,berg. am.,Geo. Albart,"con mercancAAas, AA! D. 8. de la Huerta. Paa] 7.",cap.,Thompson,"e Nueva York en 13 dias berg. am. Geo. Albart, cap. Thompson, ton. 210, con mercancAAas, AA! D. 8. de la Huerta. Paa] 7."
1858-11-26,E,1858-11-10,15dias,1858-11-25,Nueva York,nan,La Habana,gol. hol.,Concordia,"220, con mercanclas. AA  loa Sren. Horny cp.""",cap.,Santer,"De Nueva York en 15 dias gol. hol. Concordia, cap. Santer, to neladas 220, con mercanclas. AA  loa Sren. Horny cp."""
1858-11-26,E,1858-09-25,61dias,1858-11-25,Troon,nan,La Habana,frag. am.,W. Woodsides,"con carbon, al capitan.",cap.,Card.,"De Troon en 61 dias frag. am. W. Woodsides, cap. Card. ton. 44, con carbon, al capitan."""
1858-11-28,E,1858-10-07,51dias,1858-11-27,ala CoruAA+-a,nan,La Habana,frag. esp.,SoAA,"con frutos, AA!los Sree. Rigal, D. y cp. -Pasag. 181.",cap.,Diaz,"ala CoruAA+-a en 51 dias frag. esp. SoAA+-a Ma tilte, cap. Diaz, ton. 279, con frutos, AA!los Sree. Rigal, D. y cp. -Pasag. 181."
1858-11-28,E,1858-11-21,6dias,1858-11-27,Pansacola,nan,La Habana,gol. am.,Lamartine,"con maderas, AA! los Sres. Barnham y cp.",cap.,Graffin,"De Pansacola en 6 dias gol. am. Lamartine, cap. Graffin, ton. 135. con maderas, AA! los Sres. Barnham y cp."
1858-11-28,E,1858-09-09,79dias,1858-11-27,Barcelona,Paerto Rico,La Habana,frag. esp.,Siempreviva,"coa frutos, AA! los Sres. Rafocas y C-Pa.",cap.,Humedas,"De Barcelona y Paerto Rico en 79 dias frag. esp. Siempreviva cap. Humedas, ton. AAPS91, coa frutos, AA! los Sres. Rafocas y C-Pa."
1858-11-28,E,1858-11-21,6dias,1858-11-27,tazeros 4 De Savannah,nan,La Habana,gol. ame.,A. A. Bandel,"c n viveres, AA! los Sres. Herrera y comp.",cap.,Atchorn,"tazeros 4 De Savannah en 6 dias gol. ame. A. A. Bandel, cap. Atchorn, ton 142. c n viveres, AA! los Sres. Herrera y comp."
1858-12-01,E,1858-11-27,3dias,1858-11-30,New Orleans,nan,La Habana,rap. am.,Cahawba,"1,60, con efectos, AA! los Sres. Cahozae Herma. Co 20 Pag. 34.",cap,Bullock,"New Orleans en 3 dias rap. am. Cahawba, cap Bullock, tor, 1,60, con efectos, AA! los Sres. Cahozae Herma. Co 20 Pag. 34."
1858-12-01,E,1858-09-27,64dias,1858-11-30,Santander,Riradeselia,La Habana,barg. cap.,Furia,"con barina, AA! los Sree. SolAA! y Carbonell-Pasa geros 47. D-Liverpool en 47 dias berg, eap. Dalce Nombre de Jesas, cap Monitiz, toa. 173 con mercanclae, AA! los Sree. Scharfen. beig. T. yep AC/a!AC/",ep.,Fazo.ton.,"De Santander y Riradeselia en 64 dias barg. cap. Furia, ep. Fazo.ton. 162, con barina, AA! los Sree. SolAA! y Carbonell-Pasa geros 47. D-Liverpool en 47 dias berg, eap. Dalce Nombre de Jesas, cap Monitiz, toa. 173 con mercanclae, AA! los Sree. Scharfen. beig. T. yep AC/a!AC/"
1858-12-01,E,1858-11-14,16dias,1858-11-30,Bardeos,nan,La Habana,berg. eap.,Faustina,con mercanclse. AA! los Sres. Saro v come.,cap.,Albania,"De Bardeos en 16 dias berg. eap. Faustina, cap. Albania, ton. 140, con mercanclse. AA! los Sres. Saro v come."
1858-12-01,E,1858-10-14,47dias,1858-11-30,Santander,nan,La Habana,fraz. eo.,Hermosa,"ep Lastra. ton. 280 con harina, AA! D. J. de la Torri ut-PaAa!ag 165. De Havre en 51 dias fer fran St Louis, cap. B-nton, ton 436 coa mercanciar, los Bres Durege y comp.-Pan j7 De Barcelona en 65 lie berg. cep Iris cap. Renteria, ton. 217, con frutor, AA! los Sree. Escauriza y Sarpa.",e,Tras,"De Santander en 47 dias fraz. eo. Hermosa de Tras niera. ep Lastra. ton. 280 con harina, AA! D. J. de la Torri ut-PaAa!ag 165. De Havre en 51 dias fer fran St Louis, cap. B-nton, ton 436 coa mercanciar, los Bres Durege y comp.-Pan j7 De Barcelona en 65 lie berg. cep Iris cap. Renteria, ton. 217, con frutor, AA! los Sree. Escauriza y Sarpa."
1858-12-05,E,1858-12-03,1dia,1858-12-04,Cayo Huen,nan,La Habana,bal. am.,General Conchi,"49, con pescado, & D. J. M. Morales y Cp.",cap.,Canningham,"De Cayo Huen en 1 dia bal. am. General Conchi, cap. Canningham, tom. 49, con pescado, & D. J. M. Morales y Cp."
1858-12-05,E,1858-10-18,47dias,1858-12-04,Sevilla,nan,La Habana,berg eap.,Morgan,"con efectos, AA! don J. de ia Portilla.",cap.,Goycoches,"De Sevilla en 47 dias berg eap. Morgan, cap. Goycoches, ton. 164 con efectos, AA! don J. de ia Portilla."
1858-12-05,E,1858-10-23,42dias,1858-12-04,Liverpool,nan,La Habana,berg. eap.,Santa Cruz,"170, con mercanclas AA! los seAA+-ores Scharfenberg y TolmAA(c). De CAA!diz en 52 dias, barg cap Sebastian, cap. Gardeazabal, ton. 172, con frutos, & los Sres Sin Pelayo, P. AC/aA 1/4 Cp.",cap.,Sitars,"De Liverpool en 42 dias berg. eap. Santa Cruz, cap. Sitars, top. 170, con mercanclas AA! los seAA+-ores Scharfenberg y TolmAA(c). De CAA!diz en 52 dias, barg cap Sebastian, cap. Gardeazabal, ton. 172, con frutos, & los Sres Sin Pelayo, P. AC/aA 1/4 Cp."
1858-12-05,E,1858-11-01,33dias,1858-12-04,Liverpool,nan,La Habana,frag. eo.,Aa6a,"com mercanclas, AA! los Sres Escanriza y Sarpa.",cap,Ojinags,"De Liverpool en 33 dias frag. eo. Aa6a ma, cap Ojinags, ton. 295, com mercanclas, AA! los Sres Escanriza y Sarpa."
1858-12-05,E,1858-11-17,17dias,1858-12-04,a Portland,nan,La Habana,frag. am.,Lone Star,con carases. al Capitan.,cap.,Dixer,"Da Portland en 17 dias frag. am. Lone Star, cap. Dixer, ton. 376, con carases. al Capitan."
1858-12-05,E,1858-10-12,53dias,1858-12-04,Santander,nan,La Habana,frag. esp.,Buenaventura,"ion. 474, com harina, a los Sres. Aqueclis hermano.-Pasa. geros 100.",cap.,Dones,"De Santander en 53 dias frag. esp. Buenaventura, cap. Dones tares, ion. 474, com harina, a los Sres. Aqueclis hermano.-Pasa. geros 100."
1858-12-07,E,1858-10-17,50dias,1858-12-06,o Glasgow,nan,La Habana,berg. esp.,Centinela,"con mercencias, & jos Sres. Escauriza'y Serpa.",cap.,Sarrachaga,"o Glasgow en 50 dias berg. esp. Centinela, cap. Sarrachaga, ton. 140, con mercencias, & jos Sres. Escauriza'y Serpa."
1858-12-07,E,1858-10-15,52dias,1858-12-06,Vigo,nan,La Habana,berg.esp,Nuevo FAA,"con frutos, AA! loe Sree. Norieg4, 0. y Cp.-Pasaj. 92.",cap,B'ein,"De Vigo en 52 dias berg.esp Nuevo FAA(c)lix, cap B'ein, ton 260, con frutos, AA! loe Sree. Norieg4, 0. y Cp.-Pasaj. 92."
1858-12-07,E,1858-10-25,42dias,1858-12-06,Amberes,nan,La Habana,frax am.,Harvest,"con mercancAAas, AA! los Sree. Baibianly Co.",cap.,Loring,"De Amberes en 42 dias frax am. Harvest, cap. Loring, ton. 64G. con mercancAAas, AA! los Sree. Baibianly Co."
1858-12-15,E,1858-10-24,51dias,1858-12-14,BrAA(c)men,nan,La Habana,berg. esp.,Isabel Elguteria.,"con mercanclas, & los 8res. StellAC/aA 3/4 Wolf. De New-York e 10dias pail. ame. H. B Metcalf cap. Burton, ton. 107. con mercancAAae, & los Sres. Uirici, P. y comp.",cap.,Galdiz,"e BrAA(c)men en 51 dias berg. esp. Isabel Elguteria. cap. Galdiz, ton. 116, con mercanclas, & los 8res. StellAC/aA 3/4 Wolf. De New-York e 10dias pail. ame. H. B Metcalf cap. Burton, ton. 107. con mercancAAae, & los Sres. Uirici, P. y comp."
1858-12-15,E,1858-12-06,8dise,1858-12-14,Nueva York,nan,La Habana,"frag, am.",Ottawa,"e 270, com mercancias, & lor Stee. Mora y A:fonen, De Bangor en 3 dias berg. Dazzle, cap. Atwood, ton. 198, con me maderas, AA  los Sree, Hestros y Comp 8 38 1.",cap.,Souper,"De Nueva York en 8 dise frag, am. Ottawa, cap. Souper, ton.
e 270, com mercancias, & lor Stee. Mora y A:fonen, De Bangor en 3 dias berg. Dazzle, cap. Atwood, ton. 198, con me maderas, AA  los Sree, Hestros y Comp 8 38 1."
